Time,Signal,MaxFrequency
0.0,1.0,18.0
0.001,0.9936113105200084,18.0
0.002,0.9745268727865772,18.0
0.003,0.9429905358928645,18.0
0.004,0.8994052515663712,18.0
0.005,0.8443279255020152,18.0
0.006,0.7784623015670235,18.0
0.007,0.7026499697988492,18.0
0.008,0.6178596130903343,18.0
0.009000000000000001,0.5251746299612956,18.0
0.01,0.4257792915650729,18.0
0.011,0.3209436098072097,18.0
0.012,0.2120071099220548,18.0
0.013000000000000001,0.10036171485121498,18.0
0.014,-0.012566039883352592,18.0
0.015,-0.12533323356430429,18.0
0.016,-0.2364989970237248,18.0
0.017,-0.3446429231745172,18.0
0.018000000000000002,-0.44838321609003245,18.0
0.019,-0.546394346734269,18.0
0.02,-0.6374239897486896,18.0
0.021,-0.7203090248879069,18.0
0.022,-0.793990398647835,18.0
0.023,-0.8575266561936521,18.0
0.024,-0.9101059706849955,18.0
0.025,-0.9510565162951535,18.0
0.026000000000000002,-0.9798550523842469,18.0
0.027,-0.9961336091431725,18.0
0.028,-0.9996841892832999,18.0
0.029,-0.9904614256966512,18.0
0.03,-0.9685831611286311,18.0
0.031,-0.9343289424566119,18.0
0.032,-0.8881364488135444,18.0
0.033,-0.8305958991958124,18.0
0.034,-0.7624425110114476,18.0
0.035,-0.6845471059286883,18.0
0.036000000000000004,-0.5979049830575184,18.0
0.037,-0.503623201635761,18.0
0.038,-0.40290643571366286,18.0
0.039,-0.29704158157703503,18.0
0.04,-0.18738131458572468,18.0
0.041,-0.07532680552793272,18.0
0.042,0.03769018266993461,18.0
0.043000000000000003,0.1502255891207572,18.0
0.044,0.2608415062898963,18.0
0.045,0.36812455268467736,18.0
0.046,0.4707039321653321,18.0
0.047,0.5672689491267561,18.0
0.048,0.6565857557529561,18.0
0.049,0.7375131173581737,18.0
0.05,0.8090169943749472,18.0
0.051000000000000004,0.8701837546695256,18.0
0.052000000000000005,0.9202318473658703,18.0
0.053,0.9585217890173758,18.0
0.054,0.9845643345292053,18.0
0.055,0.9980267284282716,18.0
0.056,0.9987369566060175,18.0
0.057,0.986685944207868,18.0
0.058,0.9620276715860858,18.0
0.059000000000000004,0.9250772068344579,18.0
0.06,0.8763066800438643,18.0
0.061,0.8163392507171847,18.0
0.062,0.745941145424183,18.0
0.063,0.6660118674342526,18.0
0.064,0.5775727034222685,18.0
0.065,0.4817536741017162,18.0
0.066,0.379779095521802,18.0
0.067,0.2729519355173261,18.0
0.068,0.16263716519488444,18.0
0.069,0.05024431817977035,18.0
0.07,-0.06279051952931265,18.0
0.07100000000000001,-0.17502305897527715,18.0
0.07200000000000001,-0.2850192624699773,18.0
0.073,-0.39137366683720193,18.0
0.074,-0.4927273415482912,18.0
0.075,-0.5877852522924728,18.0
0.076,-0.6753328081210241,18.0
0.077,-0.7542513807361036,18.0
0.078,-0.8235325976284273,18.0
0.079,-0.8822912264349532,18.0
0.08,-0.9297764858882513,18.0
0.081,-0.9653816388332739,18.0
0.082,-0.9886517447379141,18.0
0.083,-0.9992894726405892,18.0
0.084,-0.9971589002606139,18.0
0.085,-0.9822872507286886,18.0
0.08600000000000001,-0.9548645447466428,18.0
