Time,Signal,MaxFrequency
0.0,0.0,18.0
0.001,0.15054656754341622,18.0
0.002,0.2995975664773139,18.0
0.003,0.4456759293964683,18.0
0.004,0.58734135577169,18.0
0.005,0.7232081095647213,18.0
0.006,0.8519621222400816,18.0
0.007,0.9723771834991823,18.0
0.008,1.083330013713654,18.0
0.009000000000000001,1.1838140263176786,18.0
0.01,1.2729516051506975,18.0
0.011,1.3500047407084068,18.0
0.012,1.4143838902191264,18.0
0.013000000000000001,1.4656549491466326,18.0
0.014,1.503544245839577,18.0
0.015,1.5279414962934745,18.0
0.016,1.5389006820414304,18.0
0.017,1.536638840711393,18.0
0.018000000000000002,1.5215327854419642,18.0
0.019,1.4941137957950983,18.0
0.02,1.455060348704478,18.0
0.021,1.4051889830220903,18.0
0.022,1.3454434150527794,18.0
0.023,1.2768820447929545,18.0
0.024,1.2006640131299031,18.0
0.025,1.118033988749895,18.0
0.026000000000000002,1.0303058797102198,18.0
0.027,0.938845678345435,18.0
0.028,0.8450536592261881,18.0
0.029,0.7503461581289063,18.0
0.03,0.656137165301165,18.0
0.031,0.5638199686526197,18.0
0.032,0.47474908183512426,18.0
0.033,0.3902226885065564,18.0
0.034,0.3114658274479315,18.0
0.035,0.23961453370721952,18.0
0.036000000000000004,0.17570113869731652,18.0
0.037,0.12064091733637017,18.0
0.038,0.07522025307573366,18.0
0.039,0.04008647223465722,18.0
0.04,0.015739477699582838,18.0
0.041,0.002525289022686006,18.0
0.042,0.000631571563226907,18.0
0.043000000000000003,0.010085211868103516,18.0
0.044,0.030751970309898402,18.0
0.045,0.06233821542622631,18.0
0.046,0.10439471777291454,18.0
0.047,0.15632245475581918,18.0
0.048,0.21738035217857,18.0
0.049,0.28669486346506123,18.0
0.05,0.3632712640026803,18.0
0.051000000000000004,0.4460065161055824,18.0
0.052000000000000005,0.5337035399972556,18.0
0.053,0.6250867082150195,18.0
0.054,0.7188183651759879,18.0
0.055,0.8135161605145504,18.0
0.056,0.9077709743734219,18.0
0.057,1.0001652052370256,18.0
0.058,1.0892911862345096,18.0
0.059000000000000004,1.1737694941696368,18.0
0.06,1.2522669168775042,18.0
0.061,1.3235138488464495,18.0
0.062,1.3863208923221584,18.0
0.063,1.439594451236987,18.0
0.064,1.4823511181514355,18.0
0.065,1.5137306697925534,18.0
0.066,1.5330075045290634,18.0
0.067,1.5396003750083536,18.0
0.068,1.5330802909421373,18.0
0.069,1.5131764903875238,18.0
0.07,1.4797804025299868,18.0
0.07100000000000001,1.432947550619237,18.0
0.07200000000000001,1.3728973700106595,18.0
0.073,1.3000109428876718,18.0
0.074,1.2148266778440433,18.0
0.075,1.1180339887498951,18.0
0.076,1.0104650528754995,18.0
0.077,0.8930847527766816,18.0
0.078,0.7669789296411637,18.0
0.079,0.6333410973602164,18.0
0.08,0.49345778624898207,18.0
0.081,0.34869270284064,18.0
0.082,0.20046990730052658,18.0
0.083,0.050256222553286725,18.0
0.084,-0.10045690097127055,18.0
0.085,-0.2501718341150383,18.0
0.08600000000000001,-0.39740329642825045,18.0
0.08700000000000001,-0.5406967263983014,18.0
0.088,-0.6786462606110355,18.0
0.089,-0.8099120929795725,18.0
0.09,-0.9332369930935425,18.0
0.091,-1.047461773481423,18.0
0.092,-1.1515395090030216,18.0
0.093,-1.2445483275267948,18.0
0.094,-1.3257026092938138,18.0
0.095,-1.3943624526937035,18.0
0.096,-1.4500412863181389,18.0
0.097,-1.4924115308315913,18.0
0.098,-1.5213082391044683,18.0
0.099,-1.536730668872435,18.0
0.1,-1.5388417685876268,18.0
0.101,-1.5279655837753303,18.0
0.10200000000000001,-1.5045826177630968,18.0
0.10300000000000001,-1.4693232067688602,18.0
0.10400000000000001,-1.4229589946867565,18.0
0.105,-1.366392617170101,18.0
0.106,-1.3006457274703727,18.0
0.107,-1.2268455176570554,18.0
0.108,-1.1462099080453934,18.0
0.109,-1.060031594652152,18.0
0.11,-0.9696611590663188,18.0
0.111,-0.8764894570761875,18.0
0.112,-0.7819295115837381,18.0
0.113,-0.6873981416443158,18.0
0.114,-0.5942975628137076,18.0
0.115,-0.5039971943231782,18.0
0.116,-0.41781590593156803,18.0
0.117,-0.33700493165630807,18.0
0.11800000000000001,-0.26273166903442424,18.0
0.11900000000000001,-0.19606457121955334,18.0
0.12,-0.1379593252266741,18.0
0.121,-0.08924649317154332,18.0
0.122,-0.050620774627144205,18.0
0.123,-0.02263202747403692,18.0
0.124,-0.005678162120580921,18.0
0.125,0.0,18.0
0.126,-0.005678162120580699,18.0
0.127,-0.022632027474036698,18.0
0.128,-0.05062077462714376,18.0
0.129,-0.08924649317154276,18.0
0.13,-0.13795932522667353,18.0
0.131,-0.19606457121955356,18.0
0.132,-0.26273166903442446,18.0
0.133,-0.33700493165630874,18.0
0.134,-0.4178159059315688,18.0
0.135,-0.5039971943231787,18.0
0.136,-0.5942975628137084,18.0
0.137,-0.6873981416443166,18.0
0.138,-0.7819295115837385,18.0
0.139,-0.8764894570761884,18.0
0.14,-0.9696611590663197,18.0
0.14100000000000001,-1.0600315946521524,18.0
0.14200000000000002,-1.1462099080453954,18.0
0.14300000000000002,-1.2268455176570576,18.0
0.14400000000000002,-1.3006457274703744,18.0
0.145,-1.366392617170101,18.0
0.146,-1.422958994686756,18.0
0.147,-1.4693232067688595,18.0
0.148,-1.5045826177630968,18.0
0.149,-1.52796558377533,18.0
0.15,-1.5388417685876268,18.0
0.151,-1.5367306688724354,18.0
0.152,-1.5213082391044686,18.0
0.153,-1.4924115308315917,18.0
0.154,-1.4500412863181398,18.0
0.155,-1.3943624526937042,18.0
0.156,-1.3257026092938147,18.0
0.157,-1.244548327526795,18.0
0.158,-1.1515395090030225,18.0
0.159,-1.047461773481424,18.0
0.16,-0.9332369930935431,18.0
0.161,-0.8099120929795738,18.0
0.162,-0.6786462606110367,18.0
0.163,-0.5406967263983001,18.0
0.164,-0.39740329642824973,18.0
0.165,-0.2501718341150376,18.0
0.166,-0.10045690097126937,18.0
0.167,0.05025622255328748,18.0
0.168,0.20046990730052733,18.0
0.169,0.34869270284064113,18.0
0.17,0.49345778624898273,18.0
0.171,0.633341097360217,18.0
0.17200000000000001,0.7669789296411648,18.0
0.17300000000000001,0.8930847527766818,18.0
0.17400000000000002,1.0104650528755,18.0
0.17500000000000002,1.118033988749896,18.0
0.176,1.2148266778440409,18.0
0.177,1.30001094288767,18.0
0.178,1.372897370010659,18.0
0.179,1.4329475506192366,18.0
0.18,1.4797804025299863,18.0
0.181,1.513176490387524,18.0
0.182,1.5330802909421368,18.0
0.183,1.5396003750083538,18.0
0.184,1.5330075045290643,18.0
0.185,1.5137306697925537,18.0
0.186,1.4823511181514366,18.0
0.187,1.4395944512369883,18.0
0.188,1.3863208923221593,18.0
0.189,1.3235138488464508,18.0
0.19,1.252266916877506,18.0
0.191,1.1737694941696375,18.0
0.192,1.0892911862345105,18.0
0.193,1.0001652052370267,18.0
0.194,0.9077709743734229,18.0
0.195,0.8135161605145514,18.0
0.196,0.718818365175989,18.0
0.197,0.6250867082150204,18.0
0.198,0.5337035399972565,18.0
0.199,0.44600651610558345,18.0
0.2,0.36327126400268106,18.0
0.201,0.2866948634650621,18.0
0.202,0.21738035217857066,18.0
0.203,0.15632245475581996,18.0
0.20400000000000001,0.10439471777291509,18.0
0.20500000000000002,0.06233821542622664,18.0
0.20600000000000002,0.030751970309898735,18.0
0.20700000000000002,0.010085211868103516,18.0
0.20800000000000002,0.000631571563226907,18.0
0.209,0.002525289022686117,18.0
0.21,0.015739477699582838,18.0
0.211,0.04008647223465722,18.0
0.212,0.07522025307573366,18.0
0.213,0.12064091733637017,18.0
0.214,0.17570113869731718,18.0
0.215,0.23961453370721963,18.0
0.216,0.31146582744793183,18.0
0.217,0.39022268850655684,18.0
0.218,0.47474908183512443,18.0
0.219,0.5638199686526202,18.0
0.22,0.6561371653011656,18.0
0.221,0.7503461581289069,18.0
0.222,0.8450536592261889,18.0
0.223,0.9388456783454362,18.0
0.224,1.0303058797102203,18.0
0.225,1.1180339887498958,18.0
0.226,1.2006640131299045,18.0
0.227,1.2768820447929548,18.0
0.228,1.34544341505278,18.0
0.229,1.4051889830220916,18.0
0.23,1.4550603487044782,18.0
0.231,1.494113795795099,18.0
0.232,1.5215327854419654,18.0
0.233,1.536638840711393,18.0
0.234,1.5389006820414308,18.0
0.23500000000000001,1.5279414962934736,18.0
0.23600000000000002,1.5035442458395765,18.0
0.23700000000000002,1.4656549491466326,18.0
0.23800000000000002,1.414383890219125,18.0
0.23900000000000002,1.350004740708406,18.0
0.24,1.2729516051506982,18.0
0.241,1.18381402631768,18.0
0.242,1.083330013713656,18.0
0.243,0.9723771834991833,18.0
0.244,0.8519621222400834,18.0
0.245,0.7232081095647236,18.0
0.246,0.5873413557716911,18.0
0.247,0.44567592939647005,18.0
0.248,0.2995975664773161,18.0
0.249,0.15054656754341716,18.0
0.25,1.4695761589768238e-15,18.0
0.251,-0.15054656754341425,18.0
0.252,-0.2995975664773132,18.0
0.253,-0.44567592939646716,18.0
0.254,-0.5873413557716883,18.0
0.255,-0.7232081095647209,18.0
0.256,-0.8519621222400808,18.0
0.257,-0.972377183499181,18.0
0.258,-1.083330013713654,18.0
0.259,-1.1838140263176782,18.0
0.26,-1.2729516051506966,18.0
0.261,-1.3500047407084073,18.0
0.262,-1.4143838902191261,18.0
0.263,-1.4656549491466322,18.0
0.264,-1.5035442458395774,18.0
0.265,-1.5279414962934745,18.0
0.266,-1.53890068204143,18.0
0.267,-1.5366388407113933,18.0
0.268,-1.5215327854419642,18.0
0.269,-1.4941137957950978,18.0
0.27,-1.4550603487044782,18.0
0.271,-1.4051889830220903,18.0
0.272,-1.3454434150527788,18.0
0.273,-1.2768820447929543,18.0
0.274,-1.2006640131299027,18.0
0.275,-1.118033988749894,18.0
0.276,-1.0303058797102196,18.0
0.277,-0.9388456783454344,18.0
0.278,-0.8450536592261872,18.0
0.279,-0.750346158128906,18.0
0.28,-0.6561371653011641,18.0
0.281,-0.5638199686526193,18.0
0.28200000000000003,-0.4747490818351236,18.0
0.28300000000000003,-0.3902226885065525,18.0
0.28400000000000003,-0.3114658274479285,18.0
0.28500000000000003,-0.23961453370721664,18.0
0.28600000000000003,-0.17570113869731407,18.0
0.28700000000000003,-0.12064091733636784,18.0
0.28800000000000003,-0.07522025307573188,18.0
0.289,-0.040086472234657666,18.0
0.29,-0.01573947769958317,18.0
0.291,-0.002525289022686117,18.0
0.292,-0.000631571563226796,18.0
0.293,-0.010085211868103294,18.0
0.294,-0.03075197030989818,18.0
0.295,-0.062338215426225974,18.0
0.296,-0.10439471777291431,18.0
0.297,-0.15632245475581863,18.0
0.298,-0.21738035217856944,18.0
0.299,-0.2866948634650609,18.0
0.3,-0.3632712640026795,18.0
0.301,-0.44600651610558173,18.0
0.302,-0.5337035399972551,18.0
0.303,-0.6250867082150187,18.0
0.304,-0.7188183651759872,18.0
0.305,-0.81351616051455,18.0
0.306,-0.907770974373421,18.0
0.307,-1.000165205237025,18.0
0.308,-1.0892911862345094,18.0
0.309,-1.173769494169636,18.0
0.31,-1.2522669168775045,18.0
0.311,-1.3235138488464502,18.0
0.312,-1.3863208923221584,18.0
0.313,-1.4395944512369874,18.0
0.314,-1.4823511181514348,18.0
0.315,-1.5137306697925532,18.0
0.316,-1.5330075045290639,18.0
0.317,-1.539600375008353,18.0
0.318,-1.533080290942137,18.0
0.319,-1.5131764903875244,18.0
0.32,-1.4797804025299863,18.0
0.321,-1.4329475506192375,18.0
0.322,-1.3728973700106604,18.0
0.323,-1.3000109428876707,18.0
0.324,-1.2148266778440426,18.0
0.325,-1.1180339887498951,18.0
0.326,-1.0104650528754981,18.0
0.327,-0.8930847527766806,18.0
0.328,-0.7669789296411635,18.0
0.329,-0.6333410973602148,18.0
0.33,-0.4934577862489813,18.0
0.331,-0.34869270284063975,18.0
0.332,-0.20046990730052494,18.0
0.333,-0.050256222553285976,18.0
0.334,0.10045690097127087,18.0
0.335,0.25017183411503996,18.0
0.336,0.3974032964282512,18.0
0.337,0.5406967263983016,18.0
0.338,0.6786462606110389,18.0
0.339,0.809912092979575,18.0
0.34,0.9332369930935442,18.0
0.341,1.047461773481426,18.0
0.342,1.1515395090030234,18.0
0.343,1.244548327526796,18.0
0.34400000000000003,1.325702609293816,18.0
0.34500000000000003,1.3943624526937046,18.0
0.34600000000000003,1.4500412863181393,18.0
0.34700000000000003,1.4924115308315926,18.0
0.34800000000000003,1.5213082391044686,18.0
0.34900000000000003,1.5367306688724347,18.0
0.35000000000000003,1.538841768587627,18.0
0.35100000000000003,1.5279655837753296,18.0
0.352,1.5045826177630979,18.0
0.353,1.4693232067688624,18.0
0.354,1.4229589946867587,18.0
0.355,1.3663926171701037,18.0
0.356,1.3006457274703767,18.0
0.357,1.2268455176570592,18.0
0.358,1.146209908045397,18.0
0.359,1.0600315946521564,18.0
0.36,0.9696611590663233,18.0
0.361,0.8764894570761915,18.0
0.362,0.7819295115837426,18.0
0.363,0.6873981416443201,18.0
0.364,0.5942975628137115,18.0
0.365,0.5039971943231825,18.0
0.366,0.4178159059315719,18.0
0.367,0.3370049316563114,18.0
0.368,0.26273166903442746,18.0
0.369,0.196064571219556,18.0
0.37,0.13795932522667542,18.0
0.371,0.08924649317154454,18.0
0.372,0.05062077462714498,18.0
0.373,0.022632027474037475,18.0
0.374,0.005678162120581143,18.0
0.375,0.0,18.0
0.376,0.005678162120580477,18.0
0.377,0.02263202747403603,18.0
0.378,0.050620774627142984,18.0
0.379,0.08924649317154176,18.0
0.38,0.13795932522667187,18.0
0.381,0.1960645712195519,18.0
0.382,0.2627316690344228,18.0
0.383,0.3370049316563063,18.0
0.384,0.4178159059315665,18.0
