Time,Signal,MaxFrequency
0.0,0.0,20.0
0.001,0.1630234162342388,20.0
0.002,0.32401669269278754,20.0
0.003,0.4809809375581596,20.0
0.004,0.6319792632224723,20.0
0.005,0.7751665668781977,20.0
0.006,0.9088178668780699,20.0
0.007,1.0313547490656862,20.0
0.008,1.14136950707905,20.0
0.009000000000000001,1.2376465969890063,20.0
0.01,1.3191810689798316,20.0
0.011,1.3851936864423513,20.0
0.012,1.4351424950792044,20.0
0.013000000000000001,1.4687306605936041,20.0
0.014,1.4859104523644495,20.0
0.015,1.4868833112741502,20.0
0.016,1.472096001592776,20.0
0.017,1.4422329085595338,20.0
0.018000000000000002,1.39820460406649,20.0
0.019,1.3411328616816451,20.0
0.02,1.272332358221162,20.0
0.021,1.1932893513110006,20.0
0.022,1.105637670042852,20.0
0.023,1.0111323981763027,20.0
0.024,0.9116216657009231,20.0
0.025,0.8090169943749476,20.0
0.026000000000000002,0.7052626656315084,20.0
0.027,0.6023045946298373,20.0
0.028,0.5020592019848478,20.0
0.029,0.4063827747118291,20.0
0.03,0.31704180017354655,20.0
0.031,0.23568474143718154,20.0
0.032,0.16381569968082266,20.0
0.033,0.10277037949272905,20.0
0.034,0.05369473655135604,20.0
0.035,0.017526644833477545,20.0
0.036000000000000004,-0.00501912716049524,20.0
0.037,-0.013462393899066227,20.0
0.038,-0.007565302731620371,20.0
0.039,0.012663766252611453,20.0
0.04,0.04697021213311792,20.0
0.041,0.09485713681728036,20.0
0.042,0.15559311870180115,20.0
0.043000000000000003,0.22822371383022844,20.0
0.044,0.31158650321448356,20.0
0.045,0.4043294490220045,20.0
0.046,0.5049322701061527,20.0
0.047,0.6117304996995689,20.0
0.048,0.7229418457498195,20.0
0.049,0.8366944380217811,20.0
0.05,0.9510565162951534,20.0
0.051000000000000004,1.0640670912181782,20.0
0.052000000000000005,1.173767093999313,20.0
0.053,1.2782305233696731,20.0
0.054,1.3755950982529788,20.0
0.055,1.4640919323363366,20.0
0.056,1.5420737621223408,20.0
0.057,1.608041282817931,20.0
0.058,1.6606671762191993,20.0
0.059000000000000004,1.698817451113855,20.0
0.06,1.7215697590709427,20.0
0.061,1.7282283961528708,20.0
0.062,1.7183357533161785,20.0
0.063,1.6916800342410765,20.0
0.064,1.6482991181629403,20.0
0.065,1.5884805060438434,20.0
0.066,1.5127573501606246,20.0
0.067,1.4219006289242828,20.0
0.068,1.3169075895100577,20.0
0.069,1.1989866397101947,20.0
0.07,1.0695389263941886,20.0
0.07100000000000001,0.9301368901917466,20.0
0.07200000000000001,0.7825001336779618,20.0
0.073,0.6284689826866569,20.0
0.074,0.4699761567388231,20.0
0.075,0.3090169943749479,20.0
0.076,0.14761870195302226,20.0
0.077,-0.012190890141129729,20.0
0.078,-0.1684145721702702,20.0
0.079,-0.31911650890683174,20.0
0.08,-0.4624520187281687,20.0
0.081,-0.596695909377946,20.0
0.082,-0.7202689245960194,20.0
0.083,-0.8317618856186633,20.0
0.084,-0.9299571479093572,20.0
0.085,-1.0138470358244667,20.0
0.08600000000000001,-1.082648965579904,20.0
0.08700000000000001,-1.1358170191129098,20.0
0.088,-1.1730497874035473,20.0
0.089,-1.1942943606507435,20.0
0.09,-1.1997464034600083,20.0
0.091,-1.1898463149359957,20.0
0.092,-1.1652715353092247,20.0
0.093,-1.1269251214890403,20.0
0.094,-1.0759207727658906,20.0
0.095,-1.0135645438575462,20.0
0.096,-0.9413335347232026,20.0
0.097,-0.8608518942329695,20.0
0.098,-0.7738645171261515,20.0
0.099,-0.682208850052492,20.0
0.1,-0.5877852522924735,20.0
0.101,-0.4925263795260296,20.0
0.10200000000000001,-0.3983660744045897,20.0
0.10300000000000001,-0.3072082554363459,20.0
0.10400000000000001,-0.22089629569713387,20.0
0.105,-0.14118337512893864,20.0
0.106,-0.06970427480741581,20.0
0.107,-0.007949058791233976,20.0
0.108,0.04276094063113822,20.0
0.109,0.08129445483759212,20.0
0.11,0.10672859079313868,20.0
0.111,0.11836383353585367,20.0
0.112,0.11573550199331817,20.0
0.113,0.09862147686190081,20.0
0.114,0.06704607810777108,20.0
0.115,0.021280030406902295,20.0
0.116,-0.038163483426844946,20.0
0.117,-0.11053661924462777,20.0
0.11800000000000001,-0.1948683960574853,20.0
0.11900000000000001,-0.2899797668578886,20.0
0.12,-0.39450199843621514,20.0
0.121,-0.5068980706361975,20.0
0.122,-0.6254867578353303,20.0
0.123,-0.7484690130957582,20.0
0.124,-0.8739562390762851,20.0
0.125,-0.9999999999999993,20.0
0.126,-1.1246227062048921,20.0
0.127,-1.2458487874254685,20.0
0.128,-1.3617358632046872,20.0
0.129,-1.4704054188396292,20.0
0.13,-1.5700725030211613,20.0
0.131,-1.6590739787152646,20.0
0.132,-1.735894881609064,20.0
0.133,-1.7991924702486586,20.0
0.134,-1.8478175883588839,20.0
0.135,-1.8808330021834045,20.0
0.136,-1.8975284233496068,20.0
0.137,-1.8974319799946426,20.0
0.138,-1.8803179548632247,20.0
0.139,-1.846210667921524,20.0
0.14,-1.7953844417971687,20.0
0.14100000000000001,-1.7283596500944456,20.0
0.14200000000000002,-1.6458949103728904,20.0
0.14300000000000002,-1.5489755443428121,20.0
0.14400000000000002,-1.438798486664792,20.0
0.145,-1.3167538797138858,20.0
0.146,-1.1844036439005663,20.0
0.147,-1.0434573608057045,20.0
0.148,-0.8957458487343025,20.0
0.149,-0.743192846654639,20.0
0.15,-0.5877852522924741,20.0
0.151,-0.4315423829238858,20.0
0.152,-0.27648474279644336,20.0
0.153,-0.12460278886361642,20.0
0.154,0.022173813480226734,20.0
0.155,0.16200596072739948,20.0
0.156,0.29317343909148513,20.0
0.157,0.41410136406253734,20.0
0.158,0.5233843156948056,20.0
0.159,0.6198077899960432,20.0
0.16,0.7023666291302988,20.0
0.161,0.7702801408066335,20.0
0.162,0.8230036694529956,20.0
0.163,0.8602364377436339,20.0
0.164,0.8819255358774736,20.0
0.165,0.8882659967658406,20.0
0.166,0.8796969570226817,20.0
0.167,0.8568939653853669,20.0
0.168,0.8207575609555585,20.0
0.169,0.7723983024794324,20.0
0.17,0.713118485856778,20.0
0.171,0.6443908392965974,20.0
0.17200000000000001,0.5678345331990844,20.0
0.17300000000000001,0.4851888841885789,20.0
0.17400000000000002,0.3982851690816299,20.0
0.17500000000000002,0.3090169943749453,20.0
0.176,0.2193096896102136,20.0
0.177,0.13108920835694804,20.0
0.178,0.04625102830860883,20.0
0.179,-0.033370458011683535,20.0
0.18,-0.10603157819075759,20.0
