Time,Signal,MaxFrequency
0.0,0.0,24.0
0.001,0.22555239464868979,24.0
0.002,0.447267170697792,24.0
0.003,0.661386527600314,24.0
0.004,0.8643105307037915,24.0
0.005,1.0526716586133666,24.0
0.006,1.2234041987875517,24.0
0.007,1.3738069563052866,24.0
0.008,1.5015978915833685,24.0
0.009000000000000001,1.604959484858894,24.0
0.01,1.6825738343569603,24.0
0.011,1.7336467265013464,24.0
0.012,1.757920165051293,24.0
0.013000000000000001,1.7556731060302706,24.0
0.014,1.7277104108631778,24.0
0.015,1.6753402952418088,24.0
0.016,1.6003408098908638,24.0
0.017,1.5049161357516452,24.0
0.018000000000000002,1.3916437045614773,24.0
0.019,1.2634133612139766,24.0
0.02,1.1233599619925756,24.0
0.021,0.9747909487604786,24.0
0.022,0.8211105501678968,24.0
0.023,0.6657423344006586,24.0
0.024,0.5120518722931862,24.0
0.025,0.3632712640026806,24.0
0.026000000000000002,0.22242723703560874,24.0
0.027,0.09227443928038748,24.0
0.028,-0.024764570241301187,24.0
0.029,-0.12665128517568025,24.0
0.03,-0.21177400795289947,24.0
0.031,-0.27898044775268216,24.0
0.032,-0.3275994430857567,24.0
0.033,-0.3574513411386685,24.0
0.034,-0.3688468258866484,24.0
0.035,-0.36257425140029975,24.0
0.036000000000000004,-0.33987579974281956,24.0
0.037,-0.30241303839492756,24.0
0.038,-0.2522226944439706,24.0
0.039,-0.19166368632279543,24.0
0.04,-0.1233566536005504,24.0
0.041,-0.05011739667144543,24.0
0.042,0.025114222736432167,24.0
0.043000000000000003,0.09934826566319241,24.0
0.044,0.16961986419924063,24.0
0.045,0.2330637869368603,24.0
0.046,0.2869866878873959,24.0
0.047,0.32893535805070434,24.0
0.048,0.35675939009569607,24.0
0.049,0.36866679418996806,24.0
0.05,0.3632712640026805,24.0
0.051000000000000004,0.3396299826384237,24.0
0.052000000000000005,0.2972710744049668,24.0
0.053,0.23621004496054776,24.0
0.054,0.15695480414649965,24.0
0.055,0.06049912696400528,24.0
0.056,-0.05169532723914094,24.0
0.057,-0.1777280552627435,24.0
0.058,-0.31529917460216317,24.0
0.059000000000000004,-0.46175843719751364,24.0
0.06,-0.6141626980440107,24.0
0.061,-0.7693405495706267,24.0
0.062,-0.9239626671126555,24.0
0.063,-1.0746162781685222,24.0
0.064,-1.2178820714693894,24.0
0.065,-1.3504118034133659,24.0
0.066,-1.469004840469035,24.0
0.067,-1.5706818971835648,24.0
0.068,-1.6527542899790912,24.0
0.069,-1.712887125630766,24.0
0.07,-1.7491549779680347,24.0
0.07100000000000001,-1.7600887738882525,24.0
0.07200000000000001,-1.7447128064327548,24.0
0.073,-1.7025710140026658,24.0
0.074,-1.6337419057773133,24.0
0.075,-1.538841768587627,24.0
0.076,-1.4190160541125603,24.0
0.077,-1.2759191113386734,24.0
0.078,-1.1116826917251095,24.0
0.079,-0.9288739075018158,24.0
0.08,-0.7304435612665693,24.0
0.081,-0.519665982149793,24.0
0.082,-0.3000716953656225,24.0
0.083,-0.07537441362310575,24.0
0.084,0.15060603303098496,24.0
0.085,0.37402312072915883,24.0
0.08600000000000001,0.591083647351611,24.0
0.08700000000000001,0.7981265654786218,24.0
