Time,Signal,MaxFrequency
0.0,1.0,6.0
0.001,0.9992894726405892,6.0
0.002,0.9971589002606139,6.0
0.003,0.9936113105200084,6.0
0.004,0.9886517447379141,6.0
0.005,0.9822872507286887,6.0
0.006,0.9745268727865772,6.0
0.007,0.9653816388332739,6.0
0.008,0.9548645447466431,6.0
0.009000000000000001,0.9429905358928645,6.0
0.01,0.9297764858882515,6.0
0.011,0.9152411726209176,6.0
0.012,0.8994052515663712,6.0
0.013000000000000001,0.8822912264349533,6.0
0.014,0.8639234171928354,6.0
0.015,0.8443279255020152,6.0
0.016,0.8235325976284276,6.0
0.017,0.8015669848708765,6.0
0.018000000000000002,0.7784623015670235,6.0
0.019,0.754251380736104,6.0
0.02,0.7289686274214114,6.0
0.021,0.7026499697988492,6.0
0.022,0.6753328081210246,6.0
0.023,0.6470559615694442,6.0
0.024,0.6178596130903343,6.0
0.025,0.5877852522924732,6.0
0.026000000000000002,0.5568756164881878,6.0
0.027,0.525174629961296,6.0
0.028,0.49272734154829156,6.0
0.029,0.459579860621488,6.0
0.03,0.4257792915650729,6.0
0.031,0.39137366683720237,6.0
0.032,0.3564118787132508,6.0
0.033,0.3209436098072097,6.0
0.034,0.28501926246997605,6.0
0.035,0.24868988716485482,6.0
0.036000000000000004,0.2120071099220548,6.0
0.037,0.1750230589752763,6.0
0.038,0.13779029068463847,6.0
0.039,0.10036171485121498,6.0
0.04,0.06279051952931314,6.0
0.041,0.025130095443337813,6.0
0.042,-0.012566039883352592,6.0
0.043000000000000003,-0.05024431817976986,6.0
0.044,-0.0878511965507429,6.0
0.045,-0.12533323356430429,6.0
0.046,-0.16263716519488353,6.0
0.047,-0.19970998051440683,6.0
0.048,-0.2364989970237248,6.0
0.049,-0.2729519355173252,6.0
0.05,-0.3090169943749473,6.0
0.051000000000000004,-0.3446429231745172,6.0
0.052000000000000005,-0.37977909552180117,6.0
0.053,-0.4143755809932841,6.0
0.054,-0.44838321609003207,6.0
0.055,-0.481753674101715,6.0
0.056,-0.5144395337815064,6.0
0.057,-0.546394346734269,6.0
0.058,-0.5775727034222674,6.0
0.059000000000000004,-0.6079302976946055,6.0
0.06,-0.6374239897486896,6.0
0.061,-0.6660118674342514,6.0
0.062,-0.6936533058128047,6.0
0.063,-0.7203090248879069,6.0
0.064,-0.7459411454241821,6.0
0.065,-0.7705132427757894,6.0
